id,description
324,"Vitalti pants - Soft and stretchy Vitaliti pants make the trip easier no matter how you get there or where you stay. Made of a 55% organic cotton/35% all-recycled polyester/10% spandex blend, the pants retain their shape and have a refinement that goes beyond public transportation. A flat elastic waist and a curved back yoke that wraps into forward side seams create an improved, flattering fit. A stealth zippered side pocket on the right thigh holds essentials. Inseam (size M) is 32"". Recyclable through the Common Threads Recycling Program.Details: Plaited organic cotton and polyester stretch fabric is naturally wrinkle resistant ""Flattering, flat-elastic waistband"" Curved back-yoke wraps into forward side seams Stealth zippered pocket on right thigh Regular rise ""Inseam (size M) is 32""""""Fabric: 5.7-oz 55% organic cotton/35% all-recycled polyester/10% spandex. Recyclable through the Common Threads Recycling ProgramWeight: (377 g 13.1 oz)Made in Thailand."
325,"Wavefarer board shorts - Wavefarers won't bunch up during a long paddle, and they have a quick dry-time - in case you're lucky enough to wear 'em all day. A snap fly and flat tie closure keep the shorts secure. Made of 4.3-oz nylon, they feature angled side seams and a back yoke with shaping darts that refine the roomy fit; topstitching adds durability. The welted side pocket with key loop has a button closure and a mesh liner for drainage. Inseam (size 8) is 4"". Recyclable through the Common Threads Recycling Program.Details: ""Nylon fabric is lightweight, durable and quick-drying"" Snap fly with flat tie closure for secure fit Contoured yoke waistband ""Set-in side pocket has key loop, button closure and mesh liner for drainage"" Low rise ""Inseam is 4"""""" Revised for a roomier fitFabric: 4.3-oz 100% nylon with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling ProgramWeight: (121 g 4.2 oz)Made in Thailand."
326,"Thrift shorts - The unofficial short for those who wander around aimlessly, with no visible means of support. Made of a light-wearing blend of 65% all-recycled polyester/35% organic cotton in an open weave and puckered texture for maximum airflow. With two front slant pockets and one rear zippered pocket. Inseam (size 32) is 10"". Recyclable through the Common Threads Recycling Program.Details: Cool-wearing recycled polyester and organic cotton seersucker ""Two slanted front pockets, one zippered rear pocket"" ""Inseam is 10""""""Fabric: 3.4-oz 65% all-recycled polyester/35% organic cotton seersucker. Recyclable through the Common Threads Recycling ProgramWeight: (207 g 7.2 oz)Made in Thailand."
327,"Torrentshell jkt - Tropical rain forests share at least one thing with the Patagonia Ice Cap: wet weather. For trekking and hiking in drenching conditions, our new Torrentshell provides 2.5-layer waterproof/breathable protection that's durable, lightweight and without frills. The jacket stuffs into one of two zippered handwarmer pockets (and has a clip-in loop); the hood fits snugly over a helmet, rolls down, stows away, and has a laminated visor; and the center zipper has exterior and interior storm flaps. With pit zips for added ventilation, a microfleece-lined neck and chin and a drawcord hem.Details: 2.5-layer fabric with waterproof/breathable H2No barrier and Deluge DWR  (durable water repellent) finish Laminated visor; 2-way-adjustable hood rolls down and stows Microfleece-lined neck and chin for comfort and enhanced protection of barrier; center zipper has exterior and interior storm flaps to keep water out Pit zips with storm flaps and DWR-treated zippers for wet-weather protection; self-fabric hook-and-loop cuff closures Handwarmer pockets Drawcord hem Packs into zippered self-storage pocketFabric: ""2.5-layer, 2.6-oz 50-denier 100% nylon ripstop with a waterproof/breathable H2No barrier and a Deluge DWR finish""Weight: (331 g 11.5 oz)Made in China."
328,"Borderless pants - The Borderless Pants won't hem you in on your quest for freedom. Adaptable to any frontier, these non-restrictive pants have 40-UPF sun protection and are made from a stretchy blend of 95% nylon (60% recycled)/5% spandex fabric that's moisture-wicking and quick-drying. A zip fly with double-snap closure keeps it simple; articulated knee patches keep it free-moving. Front and back stash pockets plus a zippered leg security carry fundamentals. Inseam (size 8) is 32"". Recyclable through the Common Threads Recycling Program.Details: ""Stretch recycled nylon fabric combines wicking performance, mobility and good looks; zip fly with double-snap closure"" Waistband with belt loops 2 front patch pockets; 2 welted back pockets; zippered security patch pocket on right leg Articulated knee patches Regular rise ""Inseam (size 8) is 32""""""Fabric: 4-oz 95% nylon (60% recycled)/5% spandex with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling ProgramWeight: 260 g (9.2 oz)Made in Vietnam."
329,"Borderless shorts - The Borderless Shorts prefer pushing the limits to staying in the lines; their stretchy, unrestrictive fabric makes them well-suited for out-there exploration. The quick-drying and water-resistant nylon/spandex fabric blend combines wicking performance and mobility, and offers 40-UPF sun protection. Zip fly with double snap closure won't slow you down; front and back pockets store essentials. Inseam (size 8) is 5"". Recyclable through the Common Threads Recycling Program.Details: ""Stretchy recycled nylon fabric combines wicking performance, mobility and good looks"" Zip fly with double snap closure Waistband with belt loops Front pockets; welted back pockets Regular rise ""Inseam (size 8) is 5""""""Fabric: 4-oz 95% nylon (60% recycled)/5% spandex with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling ProgramWeight: (158 g 5.5 oz)Made in Vietnam."
330,"Borderless zip-off pants - Worn as capris on one side of the border and pants on the other, these versatile hybrids are practically bilingual. Made of a moisture-wicking a nylon/spandex fabric blend with built-in 40-UPF sun protection, they're lightweight and dry in a jiffy. With a zip fly and double-snap closure waistband, two front patch pockets, two welted, mesh-lined back pockets and a phone-fitting leg pocket. Articulated knee patches add mobility. Pants inseam (size 8) is 32""; capris, 18"". Recyclable through the Common Threads Recycling Program.Details: ""Stretchy recycled nylon fabric combines wicking performance, mobility and good looks; zip fly with double-snap closure"" Waistband with belt loops Front patch pockets; welted back pockets; zippered security patch pocket on right leg Articulated knee patches Zips off to capris Regular rise ""Pants inseam (size 8) is 32""""; capris inseam (size 8) is 18""""""Fabric: 4-oz 95% nylon (60% recycled)/5% spandex with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling ProgramWeight: (320 g 11.1 oz)Made in Vietnam."
331,"Traverse pants - Stride lightly from the Juan Tabo picnic area, save a little for climbing high into the Sandias along the Knife Edge, and then empty the tank down the leg-pounding La Luz Trail. For all-out days, Traverses prove as durable as you are. These highly breathable, wind-resistant soft-shell pants are made from a fast-drying 93% all-recycled polyester/7% spandex fabric with 4-way mechanical stretch for unrestricted movement. A Deluge DWR (durable water repellent) finish keeps wet weather out, and the cling-free fit is roomy but not sloppy. Features include: a double-stitched drawcord waistband with a brushed-elastic interior; two handwarmer pockets that are now drop-in (not zippered); a zippered back pocket and 4-panel construction with reinforced knees; a gusseted crotch for freedom of movement; straight legs that work with Nordic boots or running shoes that are now zippered at the cuff (slimmer and tapered when zipped shut; straight when open). A reflective logo on the back right hip and reflective zippers keep you visible. Recyclable through the Common Threads Recycling Program.Details: ""Fast drying stretch-woven polyester soft shell is durable, soft and delivers 4-way stretch"" Deluge DWR (durable water repellent) finish for weather protection Double-needle-stitched drawcord waistband with brushed-elastic interior 4-panel construction with gusseted crotch and tapered leg for active fit Reflective hem zippers open up to create a straight leg silhouette to fit over running shoes Reflective logo on back hip (right side)Fabric: 4.7-oz 70-denier 93% all-recycled polyester/7% spandex with 4-way mechanical stretch and Deluge DWR finish. Recyclable through the Common Threads Recycling ProgramWeight: (311 g 10.8 oz)Made in Vietnam."
332,"Traversing auguille d'entreves - Janine Patitucci navigates a summer traverse of the Aiguille dEntr?ves. Mount Blanc Massif, France. For 30 years we've paid tribute to human adventures both near and far with a collection of photographs that speak to the passion, joy and beauty of lives spent outside. These photos have appeared exclusively on our Web site, in our catalog and on the walls of our retail stores and specialty outdoor clothiers around the world. And now we are excited to make select photos available to you as posters. We hope they brighten up your space and inspire you to get outside.Details: ""Dimensions: 36"""" x 24"""""" Photo by Dan Patitucci,A`~}Fabric: Printed on recycled paper with soy inks.Printed in USA."
333,"Trout head t-shirt - The vibrant spirit of the trout is captured by the colorful, unique style of artist A.D. Maddox, seen here on the Trout Head T-Shirt. The tee is printed on a 100% organic cotton canvas, using inks that are PVC- and phthalate-free. Ringspun yarns and taped shoulder seams lend a soft hand. The shirt is Recyclable through the Common Threads Recycling Program.Details: Ringspun yarns for a softer hand Taped shoulder seams Screen-print inks are PVC- and phthalate-freeFabric: 5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling ProgramWeight: (199 g 6.9 oz)Made in USA."
